Index,CountryName,CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
GDP per capita,Honduras,HND,164.6443187,169.9097551,179.8759726,185.0492645,200.4346405,216.8149326,227.7407677,240.5472299,252.5845199,253.2685287,266.1357204,261.2463703,278.6150127,307.3431438,338.1543344,356.4563796,414.6214826,497.9368057,895.6474684,993.7243829,1078.806826,1066.164245,1090.994052,1110.471255,1183.019381,1232.86328,1287.443434,1363.009333,1262.245813,1128.415104,993.4780405,911.5123793,942.0455266,912.5591569,836.0515402,936.660928,888.746283,951.6025768,1028.151411,1009.013299,1088.779869,1130.405046,1132.872001,1157.30427,1217.657961,1311.741714,1437.628785,1592.572182,1751.595857,1815.489496,1932.85829,2120.589469,2178.388555,2136.771718,2242.707459,2341.27532,2375.096327,2480.125929
Life expectancy,Honduras,HND,46.274,46.953,47.625,48.285,48.926,49.548,50.151,50.742,51.33,51.921,52.523,53.14,53.779,54.44,55.125,55.834,56.567,57.318,58.08,58.851,59.632,60.428,61.236,62.051,62.859,63.643,64.382,65.063,65.679,66.23,66.725,67.18,67.616,68.047,68.476,68.898,69.301,69.672,70.001,70.288,70.537,70.756,70.957,71.15,71.341,71.532,71.724,71.911,72.093,72.27,72.446,72.624,72.805,72.99,73.181,73.376,73.575,73.774
Net migration,Honduras,HND,,,-29002,,,,,-41000,,,,,-45999,,,,,-50999,,,,,-61998,,,,,-73998,,,,,-77999,,,,,-64998,,,,,-41999,,,,,-24000,,,,,-15001,,,,,-14001
Population,Honduras,HND,2038637,2096407,2155652,2216707,2280045,2346010,2414807,2486414,2560727,2637517,2716659,2798125,2882113,2968994,3059254,3153261,3251158,3352835,3458104,3566665,3678286,3792938,3910657,4031349,4154887,4281189,4410158,4541804,4676361,4814137,4955328,5099951,5247836,5398805,5552625,5709051,5867849,6028882,6192026,6357221,6524283,6693061,6863157,7033821,7204153,7373430,7541406,7707972,7872658,8035021,8194778,8351600,8505646,8657785,8809216,8960829,9112867,9265067
GDP per capita,Heavily indebted poor countries (HIPC),HPC,106.9909973,107.2665171,114.0564721,134.600197,116.9390026,133.3625279,141.7114838,135.1375508,139.4096772,151.3729629,154.2982737,162.0339502,170.9598933,200.9814029,240.7131214,265.8149368,275.9265796,317.0589856,355.8886065,388.388746,398.4191272,387.3582846,377.1120131,347.4497938,339.146306,346.9779185,388.4585238,414.7219438,403.2451863,378.7649672,377.6117534,378.2905342,335.1756706,335.6261396,287.8977729,318.4562935,322.8803524,328.8194663,336.3665923,326.9256136,341.8590008,316.6159961,331.0347236,366.4927935,409.6349288,452.9080802,524.5238297,609.4211043,715.7688182,700.061662,752.2069758,817.3779355,853.8872708,928.4521242,954.7772843,920.8826027,906.6670256,972.247915
Life expectancy,Heavily indebted poor countries (HIPC),HPC,39.57459233,40.00932006,40.43649295,40.85474632,41.26437799,41.66738336,42.06728016,42.46748615,42.87056124,43.27674405,43.68662041,44.09967478,44.51287805,44.92155796,45.32300317,45.71180056,46.08300764,46.43614442,46.77260471,47.09463444,47.40733763,47.7163305,48.02423512,48.3298548,48.62831813,48.90624851,49.14626981,49.33745228,49.47734925,49.57840615,49.66327649,49.76094797,49.89242307,50.0638779,50.26672072,50.49639004,50.75502125,51.04797661,51.38118148,51.76209005,52.20119216,52.70974289,53.28937259,53.93436257,54.63329619,55.37054588,56.1291451,56.88855783,57.62981792,58.33812485,59.00159342,59.61458962,60.18332479,60.71321088,61.20479335,61.65997345,62.08175389,62.47572339
Net migration,Heavily indebted poor countries (HIPC),HPC,,,-331391,,,,,-322223,,,,,-1163002,,,,,-2980487,,,,,-4907160,,,,,-2527702,,,,,2721675,,,,,-2624944,,,,,-1306201,,,,,-3965036,,,,,-2838760,,,,,-2453870
Population,Heavily indebted poor countries (HIPC),HPC,162495580,166348536,170348129,174502178,178820615,183311108,187976481,192817243,197836081,203035027,208415064,213978472,219724282,225645580,231732881,237979218,244394102,250981876,257725573,264602415,271603169,278728186,286006012,293492340,301260428,309370058,317825339,326631480,335847788,345544609,355762200,366551884,377879250,389594161,401488248,413418810,425324425,437269757,449393754,461899663,474935556,488553040,502710676,517352559,532385197,547744433,563415107,579434057,595849807,612731524,630127436,648053253,666488623,685401960,704745420,724482652,744602976,765112280
GDP per capita,Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.761142,5195.854444,5253.033583,5611.515191,5182.591222,4873.053306,5416.653549,6245.319416,8055.788161,9646.289587,10521.03386,11684.81507,13942.19737,16352.53517,14576.42804,13932.07421,14578.2901,13250.75712,13663.51913,13606.89344,11773.26466,12371.00216,13386.51286
Life expectancy,Croatia,HRV,64.60865854,65.0155122,65.4082439,65.78787805,66.15443902,66.51204878,66.86278049,67.20873171,67.54892683,67.88136585,68.2004878,68.50163415,68.77873171,69.0292439,69.25270732,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927
Net migration,Croatia,HRV,,,1854,,,,,-1225,,,,,-18403,,,,,18681,,,,,54369,,,,,26145,,,,,-143579,,,,,-188129,,,,,-2580,,,,,-10499,,,,,-32772,,,,,-40000
Population,Croatia,HRV,4140181,4167292,4196712,4225675,4252876,4280923,4310701,4338683,4365628,4391490,4412252,4431275,4450564,4470161,4490660,4512082,4535934,4559571,4581085,4594778,4599782,4611509,4634234,4658254,4680285,4701417,4721446,4739745,4755207,4767260,4777368,4689022,4575818,4600463,4652024,4620030,4557097,4534920,4532135,4512597,4468302,4299642,4302174,4303399,4304600,4310145,4311159,4310217,4309705,4305181,4295427,4280622,4267558,4255689,4238389,4203604,4174349,4124531
GDP per capita,Haiti,HTI,70.66113939,68.73978664,70.07837979,71.85740777,77.69504901,82.70681339,84.67009862,83.03266427,81.15346495,84.76909737,70.3387516,75.69127224,76.28328166,94.10043871,112.0059969,132.5588865,167.8042932,177.2937117,178.734289,194.1337335,243.2483552,254.2504981,247.545576,266.3083521,291.0423473,314.7460251,355.1106442,306.9004019,383.6479217,393.3475842,436.1136167,479.5461962,305.5542584,249.4120724,282.4220626,359.7676565,365.0110071,411.6073716,450.9192823,494.2336557,462.4814381,413.7377376,393.0160609,329.7820946,387.9428911,465.3103865,505.4706206,615.8202308,674.7564147,668.2976046,662.2795182,740.9358452,766.8437623,810.2656073,830.1138816,814.5463952,734.8025912,765.6839246
Life expectancy,Haiti,HTI,42.113,42.697,43.277,43.849,44.412,44.955,45.472,45.955,46.405,46.823,47.215,47.592,47.965,48.341,48.723,49.107,49.485,49.849,50.196,50.527,50.852,51.182,51.527,51.892,52.279,52.68,53.088,53.492,53.881,54.253,54.609,54.954,55.296,55.639,55.981,56.316,56.635,56.933,57.209,57.467,57.716,57.969,58.239,58.535,58.86,59.219,59.61,60.023,60.448,60.876,61.296,61.699,62.078,62.432,62.757,63.055,63.33,63.589
Net migration,Haiti,HTI,,,-51997,,,,,-58003,,,,,-88000,,,,,-97999,,,,,-124999,,,,,-135001,,,,,-140001,,,,,-144998,,,,,-139999,,,,,-138004,,,,,-150000,,,,,-175000
Population,Haiti,HTI,3866159,3943364,4022593,4103730,4186640,4271133,4357484,4445530,4534234,4622208,4708642,4793155,4876560,4960657,5047944,5140357,5238245,5341419,5450549,5566266,5688836,5818671,5955267,6096692,6240329,6384195,6527543,6670568,6813348,6956300,7099732,7243391,7386975,7530705,7674911,7819806,7965553,8111951,8258483,8404398,8549200,8692567,8834733,8976552,9119178,9263404,9409457,9556889,9705029,9852870,9999617,10145054,10289210,10431776,10572466,10711061,10847334,10981229
GDP per capita,Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349.770406,3734.561856,3873.423532,4172.765232,4494.053034,4525.140121,4595.524506,4750.414875,4802.95876,4633.312923,5283.034459,6665.961242,8423.350987,10296.33979,11205.97134,11447.81687,13907.50338,15739.73541,13029.88338,13092.23376,14118.12263,12888.30459,13668.22605,14197.837,12503.68207,12839.58454,14278.8745
Life expectancy,Hungary,HUN,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,76.06341463
Net migration,Hungary,HUN,,,21715,,,,,15731,,,,,-24419,,,,,13040,,,,,-115800,,,,,-91554,,,,,99980,,,,,78562,,,,,61589,,,,,25150,,,,,29999,,,,,29999
Population,Hungary,HUN,9983967,10029321,10061734,10087947,10119835,10147935,10178653,10216604,10255815,10298723,10337910,10367537,10398489,10432055,10478720,10540525,10598677,10648031,10684822,10704152,10711122,10711848,10705535,10689463,10668095,10648713,10630564,10612741,10596487,10481719,10373988,10373400,10369341,10357523,10343355,10328965,10311238,10290486,10266570,10237530,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082,9866468,9843028,9814023,9787966
GDP per capita,IBRD only,IBD,158.2875696,149.4885477,153.0159516,159.712467,177.1257532,189.4634179,190.6890854,191.7463539,198.0330775,216.1681602,229.6489494,245.0598593,269.6753368,339.367304,419.164287,443.6347635,474.2217669,527.6840249,558.7534775,657.4471047,762.1112129,811.6292897,790.3553145,763.4331812,770.5981087,798.7950264,817.4638024,821.727684,873.7820481,892.9911548,995.4068066,1055.266729,1036.830903,1095.069654,1180.154958,1306.816703,1410.174756,1473.690084,1414.887356,1356.615764,1456.833793,1461.516243,1468.226317,1635.458424,1924.984075,2277.343553,2672.866035,3288.98719,3908.236979,3755.001275,4515.998141,5283.225056,5561.260456,5820.81899,5954.494992,5566.557563,5545.259531,6053.866925
Life expectancy,IBRD only,IBD,48.67398597,49.19807103,49.80155528,50.54532354,51.41543034,52.39289335,53.41115526,54.41351349,55.38154316,56.24191617,57.03939194,57.7419088,58.38739014,58.99810883,59.58919466,60.10593126,60.6201627,61.09426993,61.53689555,61.93243032,62.3005607,62.66974826,63.02081646,63.32931025,63.61321811,63.94155297,64.31564554,64.61745851,64.90980671,65.17593533,65.43421671,65.68855015,65.88008575,66.06687626,66.31926048,66.60505324,66.95198397,67.31136633,67.64778076,67.92809278,68.24398961,68.56582741,68.87486042,69.1783772,69.49461847,69.78309246,70.1108133,70.42155962,70.710805,71.02243684,71.30415136,71.60002655,71.85943592,72.11387231,72.34111661,72.55622151,72.76995419,72.97151576
Net migration,IBRD only,IBD,,,-3710366,,,,,-3562542,,,,,-3012755,,,,,-4415354,,,,,-1355497,,,,,-4927499,,,,,-10145278,,,,,-8504371,,,,,-11408152,,,,,-10288496,,,,,-3237758,,,,,-5886312
Population,IBRD only,IBD,1917374666,1938084965,1971762564,2017335516,2062998639,2109867800,2159937313,2209647932,2260719293,2313956629,2368642256,2424656538,2479746014,2534552132,2588505198,2640673985,2691724194,2741696398,2792151044,2843551107,2895429388,2948774812,3004917917,3061650745,3117858138,3174933756,3233583560,3293766907,3354129908,3413636891,3471572174,3527743539,3581839151,3634835422,3687094139,3738573167,3789511744,3840234529,3890222007,3938832289,3985757329,4031572448,4076555862,4121252958,4165668752,4210025829,4254032335,4297579191,4341339906,4385655997,4429761273,4474332436,4519455787,4564826733,4610015057,4654722658,4699240160,4743251569
GDP per capita,IDA & IBRD total,IBT,147.9204209,141.3565634,145.2608482,152.6738815,165.9740163,178.2340941,180.4991288,180.9590632,186.7103274,203.9564003,218.4495218,230.4638919,251.098829,311.775155,387.8789453,415.2038048,440.8774733,487.6554009,518.7137286,607.1319886,702.5305406,778.7511186,751.2975025,708.1920106,703.7347857,726.1964376,737.3757187,741.8475493,782.6259989,794.235869,879.2436725,925.5545427,904.6086259,944.7074916,1007.439784,1114.471611,1200.016118,1249.417534,1199.975041,1151.997072,1234.38812,1232.950839,1240.420536,1377.655524,1615.373747,1901.845283,2230.740409,2725.322541,3228.956767,3095.196895,3697.4967,4302.760901,4519.526603,4727.785814,4835.491535,4518.878884,4476.54396,4854.592063
Life expectancy,IDA & IBRD total,IBT,47.55017051,48.06497899,48.65126573,49.35843658,50.16821132,51.06301696,51.98600793,52.88683264,53.75086185,54.5190455,55.23074352,55.86298031,56.44900806,57.00984427,57.55837834,58.04937692,58.54235743,59.00408357,59.43973434,59.83429629,60.20202503,60.56842539,60.91484641,61.22178501,61.50368085,61.81574355,62.15779115,62.43419872,62.69490672,62.93014725,63.15294838,63.37450869,63.53738045,63.70183055,63.92135556,64.17135552,64.47418058,64.79442116,65.09196674,65.35473305,65.65531289,65.96539472,66.27479798,66.59035251,66.924965,67.24538954,67.6013218,67.94625345,68.27341532,68.61379426,68.92401839,69.23731194,69.5160113,69.78464535,70.02657123,70.25343096,70.4740793,70.68145093
Net migration,IDA & IBRD total,IBT,,,-4114324,,,,,-4226337,,,,,-7859798,,,,,-7620066,,,,,-6770284,,,,,-9223545,,,,,-11366624,,,,,-14561952,,,,,-18212513,,,,,-22259417,,,,,-15734793,,,,,-14456546
Population,IDA & IBRD total,IBT,2299864406,2329884489,2373232957,2428863271,2485001302,2542778852,2604229498,2665770173,2729024106,2794663006,2861879438,2930525040,2998411779,3066311152,3133850072,3200228182,3266165671,3331672133,3398278341,3466388175,3535487545,3606564421,3680971981,3756518980,3832103313,3909126634,3988289601,4069534603,4151489900,4233121586,4313723370,4392965004,4470643577,4547559284,4623956930,4699798689,4775334396,4850853605,4925738185,4999442542,5072167851,5144343847,5216199892,5288272172,5360555494,5433249045,5506091615,5579027930,5652765781,5727676279,5803309364,5880012818,5957572051,6036054686,6114992618,6194070829,6273592853,6353188384
GDP per capita,IDA total,IDA,99.03926897,102.0667129,107.3954968,117.89993,112.6411262,124.3767597,131.3995106,129.3003739,132.6890312,145.8009917,164.832059,161.3866559,163.9214027,183.4379274,242.4391729,282.9829954,287.2998603,305.1174464,337.1398219,381.3157465,437.503207,628.1149649,576.4826127,468.9933236,419.2695395,420.5619466,404.0781309,411.8357663,409.4713018,389.973877,404.7943142,400.4580854,374.9341975,347.7436378,327.9307631,366.946303,392.8463444,397.5511485,393.6297632,393.9909755,420.4095769,406.7688982,427.9088659,469.827552,538.9225898,612.6338289,732.572772,839.0565509,985.1143662,944.0747332,1060.810205,1183.070067,1247.763811,1340.739352,1414.656567,1358.552018,1293.034796,1326.450177
Life expectancy,IDA total,IDA,41.9212242,42.4645744,43.0061325,43.5443293,44.07497125,44.58538634,45.06127071,45.49445571,45.88216437,46.22882534,46.54797874,46.85967527,47.18374448,47.53489625,47.92050772,48.3451999,48.8071586,49.29153357,49.77972315,50.2557696,50.70897979,51.17070914,51.57691813,51.95711155,52.3157974,52.64332734,52.93257287,53.18570898,53.39759059,53.59463305,53.76821802,53.93830751,54.11599208,54.30204568,54.50287515,54.72392229,54.96753507,55.22981645,55.50793837,55.81570176,56.15757257,56.54308719,56.9738258,57.45004786,57.96569683,58.51043022,59.07425486,59.64413954,60.20401591,60.741829,61.2473614,61.71612151,62.15095623,62.55714351,62.93619516,63.28970182,63.62071912,63.93393119
Net migration,IDA total,IDA,,,-403958,,,,,-663795,,,,,-4847043,,,,,-3204712,,,,,-5414787,,,,,-4296046,,,,,-1221346,,,,,-6057581,,,,,-6804361,,,,,-11970921,,,,,-12497035,,,,,-8570234
Population,IDA total,IDA,382489740,391799524,401470393,411527755,422002663,432911052,444292185,456122241,468304813,480706377,493237182,505868502,518665765,531759020,545344874,559554197,574441477,589975735,606127297,622837068,640058157,657789609,676054064,694868235,714245175,734192878,754706041,775767696,797359992,819484695,842151196,865221465,888804426,912723862,936862791,961225522,985822652,1010619076,1035516178,1060610253,1086410522,1112771399,1139644030,1167019214,1194886742,1223223216,1252059280,1281448739,1311425875,1342020282,1373548091,1405680382,1438116264,1471227953,1504977561,1539348171,1574352693,1609936815
GDP per capita,IDA blend,IDB,98.73440991,103.0503297,107.5104605,110.9455798,118.2950136,125.5319458,132.8328151,130.2596166,134.9155689,149.9785218,201.0726496,181.0624298,197.064421,203.9234799,288.1022262,322.0956779,380.4023487,387.0176134,406.7665176,485.5117943,605.8342509,1141.391391,1013.157123,748.782649,621.6563704,602.7012663,526.5966925,526.2717924,530.0592215,497.6985135,523.2399004,516.4541744,496.8705073,430.1228522,431.4019029,486.6090397,525.2032239,525.7276982,505.2720275,514.1690654,550.8083536,540.7493799,584.8294661,641.8387066,768.668758,902.6840901,1140.724826,1288.59617,1499.963936,1369.972073,1559.863381,1758.640866,1891.820852,2009.949426,2127.256266,1968.999911,1782.698199,1734.024323
Life expectancy,IDA blend,IDB,43.60510057,44.26378086,44.90158732,45.51627055,46.10771584,46.67693787,47.22652533,47.76116242,48.28233871,48.7903666,49.28445842,49.76337394,50.22541594,50.67103349,51.0986921,51.51365992,51.91944123,52.31851764,52.71140112,53.09507394,53.46343342,53.80865074,54.12838505,54.39789188,54.63072986,54.81661766,54.95613054,55.05960593,55.1207504,55.15951392,55.1753611,55.16379787,55.13939934,55.09474181,55.05225826,55.01940308,55.00640871,55.02302248,55.06302108,55.14634668,55.28831167,55.49679697,55.77615612,56.11033134,56.50531585,56.94884784,57.4321447,57.93924431,58.45229232,58.95741046,59.44707019,59.90258032,60.31664642,60.69952566,61.05037178,61.37007175,61.66244827,61.93716526
Net migration,IDA blend,IDB,,,100533,,,,,183472,,,,,-176691,,,,,1282874,,,,,588927,,,,,-371661,,,,,-1676525,,,,,-1701447,,,,,-1456447,,,,,-2465799,,,,,-2040210,,,,,-1704262
Population,IDA blend,IDB,123195063,126145959,129235885,132460233,135810058,139283107,142884219,146618832,150482659,154472531,158588589,162826704,167198554,171751733,176545424,181619647,186993690,192650981,198566333,204695751,211007189,217484839,224129826,230943958,237935069,245102022,252445129,259944139,267549711,275200141,282899816,290487021,298118128,305759721,313402026,321107441,328964394,336924643,344939833,352915069,361050467,369246309,377544104,385980348,394625729,403526930,412705870,422204235,432032769,442179341,452947421,463997812,474993526,486261860,497751634,509396383,521159047,533022904
GDP per capita,Indonesia,IDN,,,,,,,,53.5161517,65.02815283,74.57438754,79.68565735,79.15008665,90.84449531,130.9799744,202.4270418,233.0392936,278.1058483,333.5873079,365.8010591,356.8131282,491.4377788,566.4252915,583.5261716,512.8452045,525.2291405,516.8678062,474.780945,442.1481187,481.7127613,529.9316609,585.0010311,631.7004457,681.8428679,827.782351,912.0724734,1026.270493,1137.332724,1063.712266,463.9685753,671.107022,780.0920744,747.9817455,899.5556857,1064.509447,1148.569096,1260.928834,1586.20504,1855.093915,2160.527605,2254.445592,3113.480635,3634.276805,3687.953996,3620.663981,3491.595887,3334.549075,3568.832648,3846.415709
